date,opening,Enough,Day high,Day low,volume
10/13/2016,"12,391","12,387","12,391","12,387",-
10/12/2016,"12,496","12,419",12.497,"12,419",-
10/11/2016,"12,535",12.649,12.649,"12,535",-
10/10/2016,12.605,"12,561",12.605,"12,561",-
7/10/2016,"12,547","12,581","12,581","12,532",-
10/6/2016,12.357,"12,315",12.357,"12,315",-
5/10/2016,12.048,12.033,"12,089",12.033,-
4/10/2016,11.765,11.805,"11,843",11.765,-
9/30/2016,"11,951","11,864","11,954","11,864",-
9/29/2016,11.978,"11,954",11.979,"11,954",-
9/28/2016,"11,953",11.999,12.033,"11,953",-
9/27/2016,"12,153","12,338","12,338","12,153",-
9/26/2016,"12,427","12,388","12,427","12,388",-
9/23/2016,13.003,13.001,"13,044",13.001,-
9/22/2016,"13,546","13,433","13,546","13,433",-
9/21/2016,"13,260","13,572","13,572","13,260",-
9/20/2016,"12,488","12,467","12,488","12,437",-
9/19/2016,"12,599",12.608,12.645,"12,599",-
9/16/2016,"12,454","12,584","12,584","12,454",-
9/15/2016,12.274,"12,222",12.274,"12,222",-
9/14/2016,"12,562",12.622,12.622,"12,552",-
9/13/2016,"12,196","12,139","12,196","12,139",-
9/12/2016,"12,543",12.667,12.667,"12,543",-
9/9/2016,12.308,"12,312","12,320",12.308,-
9/8/2016,"12,354",12.294,"12,354",12.294,-
07.09.2016,"12,536","12,595","12,595","12,536",-
9/6/2016,13.011,"13,043","13,043",12.975,-
9/5/2016,12.682,12.684,12.684,12.644,-
02.09.2016,12.636,12.636,12.638,12.61,-
9/1/2016,"12,329",12.279,"12,329",12.279,-
8/31/2016,"12,026",12.01,"12,036",12.01,500
8/30/2016,12.155,12.106,"12,161",12.106,-
8/29/2016,"11,929",11.964,11.964,11.916,-
8/26/2016,"11,472",11.455,"11,472","11,452",-
8/25/2016,"11,561","11,574","11,599","11,561",-
8/24/2016,"11,593",11.605,11.605,"11,592",-
8/23/2016,11.508,"11,522","11,522","11,498",-
8/22/2016,11.856,"11,863","11,863","11,841",-
8/19/2016,"11,997",11.988,"11,997",11.988,-
8/18/2016,11.961,"11,897",11.963,"11,897",-
8/17/2016,"12,050","12,122","12,122","12,050",-
8/16/2016,11.726,"11,567",11.726,"11,567",-
8/15/2016,12.055,12.06,12.076,12.055,-
8/12/2016,12.058,"12,124","12,124",12.035,-
8/11/2016,12.217,12.214,12.266,12.214,-
8/10/2016,"12,201",12.236,"12,246","12,201",-
8/9/2016,12.643,"12,708","12,708",12.643,-
8/8/2016,12.736,"12,750",12.79,12.736,-
8/5/2016,"12,081",12.055,"12,081",12.055,-
8/4/2016,"12,372","12,393","12,393","12,349",-
8/3/2016,11.675,11.627,11.675,11.604,-
8/2/2016,"11,885",11.973,11.973,"11,885",-
8/1/2016,11.966,"11,926",11.966,"11,923",-
7/29/2016,11.618,11.677,11.677,11.603,-
7/28/2016,"10,581","10,572","10,581","10,561",-
7/27/2016,10.719,10.733,10.734,10.719,-
7/26/2016,"10,596","10,529","10,596","10,529",-
7/25/2016,10.612,10.634,10.634,10.612,-
7/22/2016,10.493,10.525,10.525,"10,490",-
7/21/2016,10.507,10.621,10.621,10.507,-
7/20/2016,10.379,10.353,10.385,10.353,-
7/19/2016,10.345,"10,422","10,422",10.345,-
7/18/2016,"10,565","10,492","10,574","10,492",-
7/15/2016,10.489,"10,545","10,545",10.456,-
7/14/2016,9.784,9.774,9.784,9.765,-
7/13/2016,"9,877","9,835","9,885","9,835",-
7/12/2016,9.756,"9,563",9.756,"9,563",-
7/11/2016,9.349,9.222,9.349,9.222,-
7/8/2016,8.975,9.334,9.334,"8,938",210
7/7/2016,9.113,9.138,9.138,9.111,-
7/6/2016,9.107,9.123,9.137,9.107,-
7/5/2016,9.434,9.518,9.518,9.434,-
4/7/2016,"9,622","9,630","9,639","9,622",-
7/1/2016,"9,663","9,637","9,669","9,637",-
6/30/2016,9.78,9.741,9.78,"9,704",-
6/29/2016,"9,637","9,549","9,637","9,549",-
6/28/2016,9.377,9.282,9.377,9.282,-
6/27/2016,9.474,9.527,9.527,9.433,-
6/24/2016,9.575,"9,664","9,664",9.575,-
6/23/2016,"10,346",10.172,"10,346",10.172,-
6/22/2016,10.251,10.181,10.251,10.181,-
6/21/2016,10.259,10.302,10.302,10.259,-
6/20/2016,10.158,10.209,10.209,10.158,-
6/17/2016,10.005,"9,993",10.005,"9,993",-
6/16/2016,"9,943","10,061","10,061","9,943",-
6/15/2016,10.204,10.183,10.204,10.162,-
6/14/2016,10.135,"10,201","10,201",10.135,-
6/13/2016,10.205,10.13,10.205,10.13,-
6/10/2016,"10,512","10,561","10,561","10,512",-
6/9/2016,10.627,10.715,10.715,10.627,-
6/8/2016,"10,799","10,872","10,872","10,799",-
6/7/2016,10.887,"10,957","10,957",10.887,-
6/6/2016,10.763,"10,799","10,821",10.763,123
6/3/2016,"11,242",11.282,11.282,"11,242",-
6/2/2016,11.148,11.204,11.204,"11,124",-
6/1/2016,"11,558","11,597","11,597","11,558",-
5/31/2016,"11,567",11.654,11.654,"11,567",-
5/30/2016,"11,373",11.379,11.379,"11,367",-
5/27/2016,11.247,11.325,11.325,11.247,-
5/26/2016,11.023,"11,034","11,034",11.001,-
5/25/2016,11.118,11.073,11.118,11.073,-
5/24/2016,"10,831",10.817,"10,839",10.817,-
5/23/2016,"10,879","10,942","10,942","10,879",-
5/20/2016,10.975,10.963,10.975,10.962,-
5/19/2016,10.988,"10,995","10,995","10,956",-
5/18/2016,10.696,10.657,10.696,10.657,-
5/17/2016,"10,392","10,818","10,818",10.367,140
5/13/2016,10.407,10.373,10.407,10.358,-
5/12/2016,"10,563",10.636,10.636,"10,551",-
5/11/2016,"10,588","10,563","10,591","10,563",-
5/10/2016,10.656,10.641,10.688,10.641,-
5/9/2016,"10,511","10,412","10,511","10,412",-
5/6/2016,"10,521","10,547","10,547","10,521",-
5/5/2016,"10,564",10.614,10.614,"10,564",-
5/4/2016,"10,570","10,557","10,570","10,557",-
5/3/2016,10.627,10.607,10.627,"10,588",-
5/2/2016,"10,582","10,588",10.634,"10,582",-
4/29/2016,11.024,11.01,11.07,11.01,-
4/28/2016,10.93,10.977,10.987,10.93,-
4/27/2016,11.407,"11,366",11.407,"11,366",-
4/26/2016,11.494,"11,434",11.494,"11,434",-
4/25/2016,"11,828","11,854","11,864","11,828",-
4/22/2016,"11,534",12.006,12.006,"11,534",363
4/21/2016,"11,312","11,373","11,373","11,312",-
4/20/2016,11.2,11.2,11.2,11.2,500
4/19/2016,"11,027",10.981,11.051,10.981,-
4/18/2016,"10,481","10,370","10,481","10,370",-
4/15/2016,"10,997",11.021,11.021,"10,995",-
4/14/2016,"11,081","11,150",11.161,"11,081",-
4/13/2016,"10,564","10,597","10,597","10,558",-
4/12/2016,10.152,10.131,10.152,10.098,-
4/11/2016,"9,852","9,841","9,853","9,841",-
4/8/2016,"9,946","9,887","9,946","9,848",-
4/7/2016,9.71,"9,822","9,822",9.71,-
4/6/2016,9.808,"9,831","9,831",9.808,-
4/5/2016,"9,958",9.976,9.981,"9,958",-
4/4/2016,10.097,10.161,10.161,10.097,-
4/1/2016,"10,082","10,067","10,082",10.035,-
31-Mar-16,10.676,"10,482",10.676,"10,482",10
3/30/2016,10.403,10.353,10.403,10.353,-
3/29/2016,10.744,10.788,10.788,10.744,-
24-Mar-16,"10,597",10.609,10.609,"10,596",-
3/23/2016,10.629,10.625,10.629,10.604,-
3/22/2016,10.725,10.767,"10,799",10.725,-
3/21/2016,10.727,10.723,10.742,10.723,-
3/18/2016,10.726,"10,703",10.74,"10,703",-
3/17/2016,10.983,10.969,10.983,10.961,-
16-Mar-16,11.004,"10,994",11.004,10.979,-
3/15/2016,"11,383","11,419","11,419","11,383",-
3/14/2016,11.615,11.679,11.679,11.615,-
3/11/2016,"10,707",10.71,10.721,"10,707",-
3/10/2016,"10,992",10.853,"11,026",10.853,-
3/9/2016,"11,160",11.084,11.175,11.084,148
3/8/2016,"11,340","11,364","11,364","11,340",-
07.03.2016,"11,480","11,499","11,516","11,480",-
3/4/2016,"11,660","11,588",11.664,"11,588",-
3/3/2016,11.853,11.825,11.853,11.825,-
02.03.2016,"11,337",11.379,11.379,"11,312",-
3/1/2016,"10,827",10.773,"10,827",10.773,-
2/29/2016,10.905,10.99,10.99,10.905,-
2/26/2016,10.691,10.711,10.725,10.691,-
2/25/2016,10.498,"10,444",10.507,"10,444",-
2/24/2016,"10,320",10.389,10.389,"10,320",-
2/23/2016,"10,410","10,434",10.456,"10,410",-
2/22/2016,10.267,"10,329","10,329",10.267,-
2/19/2016,10.265,10.295,10.298,10.265,50
2/18/2016,"10,518","10,587","10,587","10,518",-
2/17/2016,10.279,10.247,10.279,10.247,-
2/16/2016,"10,562",10.644,10.644,"10,562",-
2/15/2016,10.338,"10,337",10.359,"10,337",-
2/12/2016,9.263,9.262,9.263,9.252,-
2/11/2016,9.807,9.816,"9,880",9.807,-
2/10/2016,9.625,9.734,9.734,9.625,-
2/9/2016,"9,901",10.265,10.265,9.875,450
2/8/2016,10.153,10.298,10.298,10.153,-
2/5/2016,10.133,10.161,10.161,10.133,-
2/4/2016,10.454,"10,439",10.454,10.426,-
2/3/2016,10.676,"10,706","10,706",10.675,-
2/2/2016,"11,062",11.098,11.098,11.044,-
2/1/2016,"10,898","10,883",10.906,"10,883",-
1/29/2016,12.235,12.289,12.289,12.223,-
1/28/2016,12.817,12.739,12.817,12.739,-
1/27/2016,"13,124",13.075,13.129,13.075,-
1/26/2016,"12,829",12.776,"12,829",12.776,-
1/25/2016,13.091,"13,082",13.119,"13,082",-
1/22/2016,13.094,13.054,13.094,"13,041",-
1/21/2016,12.358,"12,363","12,363",12.358,-
1/20/2016,12.691,12.771,12.771,12.691,-
1/19/2016,"13,154",13.128,"13,154",13.128,-
1/18/2016,"13,150","13,136","13,150","13,122",-
15-Jan-16,"13,343","13,346","13,353","13,343",-
1/14/2016,13.636,13.636,13.636,"13,580",-
13/01/2016,14.063,14.024,14.063,14.024,-
1/12/2016,13.678,"13,681","13,681",13.667,-
1/11/2016,14.273,14.3,14.316,14.258,-
1/8/2016,"14,196",14.249,14.249,14.185,-
7/1/2016,"14,435",14.39,"14,435",14.39,-
1/6/2016,14.889,"14,879",14.912,"14,879",-
5/1/2016,15.019,"15,189","15,189",15.019,
4/1/2016,15.111,15.261,15.261,15.111,
