Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  08.06.2016;3.038,01;3.038,01;3.008,51;3.019,76;431.243.321
  09.06.2016;3.015,48;3.015,48;2.980,58;2.989,03;521.063.573
  10.06.2016;2.983,28;2.983,28;2.908,61;2.911,11;686.299.275
  13.06.2016;2.904,68;2.904,68;2.853,52;2.853,52;0
  14.06.2016;2.838,26;2.838,75;2.795,66;2.797,18;746.722.213
  15.06.2016;2.803,22;2.850,43;2.803,22;2.830,30;661.358.675
  16.06.2016;2.820,10;2.826,97;2.784,90;2.819,30;772.378.117
  17.06.2016;2.832,59;2.872,04;2.832,59;2.849,17;1.014.010.703
  20.06.2016;2.858,94;2.952,85;2.858,94;2.942,88;654.273.098
  21.06.2016;2.941,12;2.977,52;2.933,33;2.967,34;524.659.743
  22.06.2016;2.979,89;3.002,88;2.967,23;2.978,31;480.058.693
  23.06.2016;2.984,70;3.057,71;2.984,07;3.037,86;701.581.173
  24.06.2016;3.030,93;3.030,93;2.736,43;2.776,09;2.430.706.054
  27.06.2016;2.768,12;2.793,15;2.678,27;2.697,44;1.758.496.195
  28.06.2016;2.723,53;2.790,15;2.723,53;2.758,67;1.232.206.613
  29.06.2016;2.760,37;2.836,32;2.760,37;2.832,18;979.517.850
  30.06.2016;2.825,56;2.871,10;2.802,42;2.864,74;1.032.155.909
  01.07.2016;2.874,15;2.895,20;2.851,23;2.883,06;753.807.267
  04.07.2016;2.884,97;2.892,52;2.859,30;2.862,21;537.199.347
  05.07.2016;2.857,98;2.857,98;2.803,93;2.812,88;779.144.389
  06.07.2016;2.798,29;2.807,65;2.742,66;2.761,37;862.068.549
  07.07.2016;2.768,14;2.807,65;2.768,14;2.780,10;623.335.476
  08.07.2016;2.774,35;2.851,56;2.768,62;2.838,01;809.165.375
  11.07.2016;2.853,12;2.888,50;2.843,11;2.885,32;652.663.450
  12.07.2016;2.887,09;2.940,01;2.883,32;2.933,44;934.528.785
  13.07.2016;2.933,07;2.944,87;2.917,92;2.926,14;704.309.555
  14.07.2016;2.936,05;2.977,61;2.936,05;2.963,07;700.645.551
  15.07.2016;2.955,77;2.969,09;2.935,41;2.958,65;632.875.207
  18.07.2016;2.959,74;2.982,42;2.930,38;2.949,17;531.915.524
  19.07.2016;2.946,64;2.948,50;2.909,12;2.931,10;602.721.940
  20.07.2016;2.941,50;2.971,46;2.934,84;2.966,95;552.992.706
  21.07.2016;2.972,15;2.978,41;2.942,69;2.968,49;654.302.599
  22.07.2016;2.964,44;2.982,26;2.946,27;2.972,23;480.442.287
  25.07.2016;2.971,74;2.998,17;2.961,96;2.973,22;447.056.865
  26.07.2016;2.973,80;2.986,89;2.951,11;2.978,90;476.660.245
  27.07.2016;2.991,19;3.016,82;2.991,19;2.999,48;574.848.751
  28.07.2016;2.998,98;3.007,34;2.966,10;2.966,10;623.490.135
  29.07.2016;2.977,20;2.990,76;2.968,69;2.990,76;711.250.131
  01.08.2016;3.001,36;3.018,54;2.959,49;2.967,31;720.788.946
  02.08.2016;2.964,65;2.964,65;2.902,67;2.906,98;816.052.651
  03.08.2016;2.912,53;2.920,22;2.892,52;2.911,06;754.716.371
  04.08.2016;2.919,26;2.946,01;2.918,53;2.932,34;606.059.512
  05.08.2016;2.937,01;2.977,58;2.932,85;2.973,71;566.710.293
  08.08.2016;2.977,75;2.998,88;2.976,45;2.982,92;404.347.974
  09.08.2016;2.982,34;3.029,84;2.979,90;3.029,18;383.770.730
  10.08.2016;3.024,59;3.030,76;3.014,81;3.018,46;419.644.338
  11.08.2016;3.022,27;3.049,03;3.015,31;3.049,03;373.050.482
  12.08.2016;3.046,47;3.050,21;3.037,24;3.044,94;317.014.732
  15.08.2016;3.046,14;3.063,40;3.043,72;3.046,65;276.792.155
  16.08.2016;3.037,70;3.040,62;3.013,13;3.016,19;417.176.864
  17.08.2016;3.022,86;3.026,81;2.979,11;2.980,54;388.142.272
  18.08.2016;2.988,40;3.002,78;2.978,28;2.995,30;346.062.627
  19.08.2016;2.995,34;2.995,38;2.950,48;2.968,20;535.022.916
  22.08.2016;2.967,45;2.998,38;2.949,60;2.960,37;392.238.460
  23.08.2016;2.969,78;3.002,02;2.969,78;2.993,73;450.397.933
  24.08.2016;2.981,31;3.018,09;2.969,65;3.008,59;576.784.398
  25.08.2016;2.999,58;2.999,58;2.971,54;2.987,69;380.976.289
  26.08.2016;2.984,93;3.016,90;2.974,53;3.010,36;362.170.766
  29.08.2016;3.004,57;3.008,44;2.974,73;2.998,50;251.095.668
  30.08.2016;3.005,34;3.041,07;3.005,34;3.030,75;400.541.092
  31.08.2016;3.027,03;3.049,40;3.022,39;3.023,13;638.887.971
  01.09.2016;3.027,86;3.054,36;3.005,32;3.017,49;701.751.760
  02.09.2016;3.025,83;3.083,09;3.018,40;3.079,74;554.877.941
  05.09.2016;3.084,82;3.094,88;3.076,70;3.077,66;376.760.163
  06.09.2016;3.083,70;3.094,15;3.067,51;3.070,16;446.340.439
  07.09.2016;3.074,12;3.096,11;3.064,76;3.091,66;568.403.496
  08.09.2016;3.089,68;3.101,75;3.043,13;3.083,54;594.654.916
  09.09.2016;3.076,33;3.086,36;3.044,59;3.053,20;538.382.668
  12.09.2016;3.041,73;3.041,73;2.983,45;3.012,88;596.439.915
  13.09.2016;3.018,39;3.032,29;2.974,80;2.974,80;505.967.778
  14.09.2016;2.982,67;2.989,54;2.962,20;2.964,90;578.206.602
  15.09.2016;2.961,31;2.978,14;2.947,17;2.973,77;561.924.806
  16.09.2016;2.968,63;2.974,56;2.929,44;2.935,25;1.324.213.010
  19.09.2016;2.946,86;2.971,78;2.946,86;2.968,31;342.787.658
  20.09.2016;2.966,96;2.985,84;2.959,13;2.964,86;327.100.944
  21.09.2016;2.986,84;3.009,99;2.980,81;2.982,18;349.889.043
  22.09.2016;2.999,19;3.063,12;2.999,19;3.051,69;459.241.846
  23.09.2016;3.048,89;3.048,89;3.026,72;3.032,31;388.658.455
  26.09.2016;3.020,00;3.020,00;2.973,20;2.975,88;438.851.344
  27.09.2016;2.983,39;2.997,02;2.947,13;2.970,84;422.022.300
  28.09.2016;2.977,75;3.010,96;2.977,75;2.991,11;340.695.027
  29.09.2016;3.000,03;3.032,59;2.983,20;2.991,58;354.055.302
  30.09.2016;2.977,19;3.010,85;2.922,82;3.002,24;694.262.508
  03.10.2016;2.999,19;3.008,38;2.990,26;2.998,50;368.182.545
  04.10.2016;2.999,80;3.040,32;2.995,29;3.029,50;392.931.431
  05.10.2016;3.020,29;3.031,33;2.991,15;3.026,28;471.099.581
  06.10.2016;3.033,10;3.043,67;3.015,87;3.021,58;478.227.503
  07.10.2016;3.022,00;3.027,06;2.994,78;3.000,57;500.202.428
  10.10.2016;3.003,26;3.037,22;2.984,60;3.035,76;385.849.155
  11.10.2016;3.031,06;3.051,12;3.018,26;3.020,69;396.597.876
  12.10.2016;3.018,37;3.028,10;3.005,42;3.008,03;395.352.601
  13.10.2016;2.997,13;2.997,13;2.954,45;2.975,04;429.271.728
  14.10.2016;2.978,42;3.038,07;2.978,42;3.025,19;440.138.561
  17.10.2016;3.021,19;3.026,46;3.002,65;3.008,72;332.930.303
  18.10.2016;3.014,59;3.051,51;3.014,59;3.046,99;412.562.264
  19.10.2016;3.047,09;3.062,99;3.037,83;3.055,94;357.110.038
  20.10.2016;3.059,84;3.086,46;3.045,91;3.076,63;446.543.362
  21.10.2016;3.079,90;3.086,15;3.064,57;3.077,65;362.880.986
  24.10.2016;3.085,36;3.109,61;3.085,36;3.093,86;426.564.428
  25.10.2016;3.096,68;3.107,45;3.080,50;3.087,41;401.762.894
  26.10.2016;3.086,07;3.086,07;3.059,99;3.080,98;386.823.050
  27.10.2016;3.078,21;3.096,79;3.062,54;3.085,17;512.612.898
  28.10.2016;3.066,78;3.082,05;3.050,24;3.079,24;412.087.663
  31.10.2016;3.074,57;3.074,57;3.050,04;3.055,25;378.528.448
  01.11.2016;3.063,20;3.075,45;3.017,80;3.023,15;355.213.611
  02.11.2016;3.005,32;3.005,32;2.980,12;2.980,17;434.895.003
  03.11.2016;2.978,41;3.000,98;2.972,89;2.973,49;400.626.725
  04.11.2016;2.969,19;2.969,19;2.939,62;2.954,53;403.452.859
  07.11.2016;2.962,22;3.011,29;2.962,22;3.009,28;396.604.768
  08.11.2016;3.007,96;3.026,82;3.002,16;3.023,43;350.033.364
  09.11.2016;2.995,50;3.056,29;2.937,98;3.056,29;973.920.753
  10.11.2016;3.070,63;3.105,16;3.029,61;3.046,59;983.517.408
  11.11.2016;3.048,61;3.068,03;3.014,77;3.030,02;623.488.030
  14.11.2016;3.038,62;3.070,79;3.028,81;3.039,80;578.694.252
  15.11.2016;3.038,31;3.053,84;3.029,95;3.049,72;493.908.525
  16.11.2016;3.054,74;3.061,15;3.009,78;3.026,36;486.385.251
  17.11.2016;3.019,39;3.041,79;3.013,45;3.041,79;533.761.964
  18.11.2016;3.046,04;3.056,06;3.014,70;3.020,83;572.873.956
  21.11.2016;3.027,07;3.042,27;3.003,82;3.032,97;373.676.673
  22.11.2016;3.047,19;3.061,23;3.043,31;3.044,33;426.112.833
  23.11.2016;3.046,06;3.050,43;3.015,48;3.032,14;452.080.582
  24.11.2016;3.037,80;3.048,16;3.028,18;3.040,60;258.533.665
  25.11.2016;3.044,28;3.048,85;3.030,57;3.048,38;279.606.259
  28.11.2016;3.041,31;3.041,31;3.009,01;3.016,80;415.008.222
  29.11.2016;3.013,49;3.038,99;3.004,86;3.038,42;411.360.324
  30.11.2016;3.035,87;3.064,28;3.033,43;3.051,61;572.474.204
  01.12.2016;3.044,57;3.050,65;3.021,22;3.030,98;480.532.684
  02.12.2016;3.017,28;3.025,03;2.984,48;3.015,13;467.828.811
  05.12.2016;3.013,89;3.072,59;2.996,30;3.052,75;635.729.914
  06.12.2016;3.054,25;3.104,67;3.047,36;3.100,76;680.642.758
  07.12.2016;3.109,15;3.142,24;3.109,15;3.142,24;725.775.880
  08.12.2016;3.148,92;3.195,08;3.141,42;3.185,79;828.294.040
  09.12.2016;3.185,42;3.205,37;3.178,88;3.197,54;531.173.654
  12.12.2016;3.196,40;3.206,82;3.189,67;3.199,11;459.760.854
  13.12.2016;3.199,38;3.239,69;3.193,38;3.236,71;599.301.795
  14.12.2016;3.227,40;3.231,26;3.209,50;3.211,71;509.963.200
  15.12.2016;3.213,39;3.255,07;3.213,39;3.249,74;694.489.468
  16.12.2016;3.250,17;3.276,56;3.239,87;3.259,24;973.284.850
  19.12.2016;3.259,23;3.261,00;3.249,59;3.257,85;350.035.621
  20.12.2016;3.255,35;3.279,59;3.251,81;3.279,41;378.501.067
  21.12.2016;3.273,13;3.277,68;3.262,74;3.270,75;335.102.325
  22.12.2016;3.267,73;3.275,42;3.259,27;3.269,51;314.694.250
  23.12.2016;3.269,09;3.278,74;3.265,55;3.273,97;264.537.867
  27.12.2016;3.275,30;3.281,35;3.270,94;3.278,53;153.777.379
  28.12.2016;3.277,55;3.278,88;3.272,37;3.278,72;203.420.829
  29.12.2016;3.270,36;3.275,19;3.259,62;3.271,76;212.544.358
  30.12.2016;3.271,40;3.290,52;3.260,83;3.290,52;269.289.673
  02.01.2017;3.278,84;3.314,06;3.272,76;3.308,67;202.132.178
  03.01.2017;3.316,53;3.334,44;3.310,46;3.315,02;400.242.028
  04.01.2017;3.316,78;3.325,50;3.302,99;3.317,52;403.879.341
  05.01.2017;3.306,31;3.323,16;3.300,77;3.316,47;362.246.710
  06.01.2017;3.311,35;3.322,60;3.299,66;3.321,17;287.181.393
  09.01.2017;3.324,45;3.326,31;3.296,53;3.308,97;347.566.177
  10.01.2017;3.310,63;3.318,24;3.295,50;3.306,21;351.089.994
  11.01.2017;3.306,82;3.324,52;3.285,21;3.307,94;421.812.870
  12.01.2017;3.299,74;3.305,75;3.281,37;3.286,70;412.268.061
  13.01.2017;3.296,78;3.326,97;3.296,43;3.324,34;372.843.940
  16.01.2017;3.313,56;3.313,56;3.294,53;3.294,53;290.278.171
  17.01.2017;3.290,62;3.300,50;3.266,10;3.285,04;326.946.557
  18.01.2017;3.291,64;3.300,24;3.274,73;3.294,00;328.696.243
  19.01.2017;3.297,76;3.306,12;3.282,53;3.290,33;417.055.863
  20.01.2017;3.290,11;3.312,14;3.278,82;3.299,44;475.198.461
  23.01.2017;3.284,87;3.291,76;3.262,61;3.273,04;364.981.513
  24.01.2017;3.276,62;3.283,38;3.269,03;3.281,53;570.684.359
  25.01.2017;3.290,90;3.334,16;3.290,90;3.326,15;727.000.045
  26.01.2017;3.332,35;3.342,47;3.310,26;3.319,13;506.257.618
  27.01.2017;3.318,20;3.318,35;3.294,78;3.303,33;375.536.630
  30.01.2017;3.294,99;3.296,27;3.253,75;3.262,72;398.400.872
  31.01.2017;3.263,87;3.282,45;3.230,68;3.230,68;484.431.450
  01.02.2017;3.243,90;3.273,94;3.243,90;3.258,92;478.641.370
  02.02.2017;3.258,08;3.265,45;3.242,31;3.253,61;438.360.824
  03.02.2017;3.259,77;3.283,86;3.258,56;3.273,11;403.625.957
  06.02.2017;3.274,87;3.282,96;3.235,23;3.238,31;398.799.370
  07.02.2017;3.239,02;3.252,29;3.227,26;3.235,71;381.400.039
  08.02.2017;3.240,82;3.250,81;3.214,31;3.238,04;529.564.535
  09.02.2017;3.248,07;3.281,47;3.243,53;3.277,79;425.804.568
  10.02.2017;3.281,29;3.289,93;3.264,84;3.270,83;359.437.357
  13.02.2017;3.275,22;3.314,66;3.275,22;3.305,23;339.008.502
  14.02.2017;3.305,61;3.310,80;3.297,48;3.308,89;333.903.057
  15.02.2017;3.315,14;3.334,12;3.311,39;3.323,71;409.875.195
  16.02.2017;3.321,59;3.327,59;3.304,31;3.311,04;339.628.722
  17.02.2017;3.310,73;3.316,03;3.282,42;3.308,81;483.708.498
  20.02.2017;3.321,66;3.330,11;3.305,33;3.312,39;276.903.983
  21.02.2017;3.313,62;3.345,99;3.301,15;3.339,33;337.409.379
  22.02.2017;3.341,54;3.355,40;3.324,68;3.339,27;462.737.257
  23.02.2017;3.337,97;3.350,16;3.326,46;3.333,96;355.853.936
  24.02.2017;3.333,70;3.334,68;3.280,36;3.304,09;486.920.463
  27.02.2017;3.311,82;3.322,97;3.303,61;3.309,30;452.293.386
  28.02.2017;3.313,13;3.324,94;3.303,12;3.319,61;439.459.459
  01.03.2017;3.335,77;3.393,23;3.335,77;3.390,20;598.279.078
  02.03.2017;3.389,56;3.391,18;3.378,70;3.384,71;440.163.918
  03.03.2017;3.381,12;3.407,61;3.371,42;3.403,39;548.014.731
  06.03.2017;3.397,72;3.397,72;3.379,50;3.387,46;376.491.766
  07.03.2017;3.386,95;3.390,92;3.374,48;3.385,12;328.107.187
  08.03.2017;3.381,81;3.401,74;3.376,07;3.389,62;439.036.171
  09.03.2017;3.387,80;3.417,08;3.379,24;3.409,89;609.905.742
  10.03.2017;3.417,64;3.441,50;3.414,84;3.416,27;603.909.888
  13.03.2017;3.417,02;3.422,28;3.409,17;3.415,49;322.759.894
  14.03.2017;3.417,59;3.417,59;3.390,04;3.399,43;429.115.418
  15.03.2017;3.399,45;3.412,77;3.399,01;3.409,32;390.058.595
  16.03.2017;3.427,00;3.450,10;3.427,00;3.439,96;620.321.007
  17.03.2017;3.436,33;3.457,17;3.428,86;3.448,41;793.439.667
  20.03.2017;3.441,56;3.448,88;3.431,88;3.437,48;378.009.643
  21.03.2017;3.448,60;3.471,50;3.421,03;3.429,62;577.002.844
  22.03.2017;3.415,53;3.428,62;3.397,67;3.420,70;538.716.886
  23.03.2017;3.421,34;3.452,26;3.413,58;3.452,18;453.612.609
  24.03.2017;3.450,01;3.450,01;3.433,45;3.444,15;351.561.669
  27.03.2017;3.432,63;3.437,14;3.411,48;3.437,14;370.803.095
  28.03.2017;3.439,66;3.466,37;3.437,67;3.465,07;365.370.191
  29.03.2017;3.469,97;3.484,02;3.463,96;3.475,27;406.608.251
  30.03.2017;3.475,84;3.481,81;3.463,17;3.481,58;321.827.470
  31.03.2017;3.480,10;3.500,93;3.466,85;3.500,93;461.253.740
  03.04.2017;3.504,26;3.508,11;3.472,70;3.472,94;426.496.577
  04.04.2017;3.472,54;3.481,66;3.462,46;3.481,66;414.882.090
  05.04.2017;3.484,54;3.494,26;3.469,88;3.472,58;402.328.297
  06.04.2017;3.464,18;3.493,33;3.446,15;3.489,57;367.692.993
  07.04.2017;3.482,84;3.495,80;3.470,92;3.495,80;339.086.997
  10.04.2017;3.494,24;3.494,88;3.474,12;3.480,44;303.254.943
  11.04.2017;3.467,10;3.485,50;3.446,84;3.470,04;403.568.567
  12.04.2017;3.473,21;3.497,72;3.462,80;3.468,51;375.615.375
  13.04.2017;3.463,50;3.463,50;3.442,19;3.448,26;394.245.927
  18.04.2017;3.454,74;3.460,94;3.409,78;3.409,78;442.148.102
  19.04.2017;3.408,42;3.426,08;3.407,33;3.420,99;453.211.214
  20.04.2017;3.417,48;3.449,49;3.408,40;3.440,03;457.593.259
  21.04.2017;3.440,71;3.456,11;3.419,76;3.440,27;622.918.356
  24.04.2017;3.480,62;3.579,45;3.480,62;3.577,38;1.122.493.876
  25.04.2017;3.581,36;3.593,13;3.573,65;3.583,16;507.522.484
  26.04.2017;3.582,98;3.582,98;3.569,19;3.578,71;460.363.074
  27.04.2017;3.573,02;3.573,02;3.555,57;3.563,29;487.123.582
  28.04.2017;3.556,44;3.571,63;3.553,81;3.559,59;482.610.502
  01.05.2017;3.559,59;3.559,59;3.559,59;3.559,59;482.613.151
  02.05.2017;3.564,37;3.578,36;3.559,34;3.578,21;393.887.540
  03.05.2017;3.577,34;3.586,25;3.571,17;3.586,25;324.665.199
  04.05.2017;3.591,79;3.627,88;3.590,24;3.627,88;533.455.274
  05.05.2017;3.620,67;3.658,79;3.609,53;3.658,79;601.758.794
  08.05.2017;3.660,39;3.666,80;3.633,95;3.642,11;483.383.640
  09.05.2017;3.647,16;3.662,66;3.647,16;3.649,08;444.992.770
  10.05.2017;3.646,66;3.648,27;3.633,45;3.645,74;439.352.927
  11.05.2017;3.649,34;3.650,81;3.607,87;3.623,55;522.741.025
  12.05.2017;3.623,63;3.637,52;3.620,36;3.637,52;409.524.286
  15.05.2017;3.640,38;3.646,64;3.621,08;3.641,88;330.221.543
  16.05.2017;3.641,95;3.648,69;3.631,47;3.641,89;383.901.347
  17.05.2017;3.626,25;3.635,53;3.571,77;3.584,83;478.543.319
  18.05.2017;3.584,07;3.584,69;3.529,35;3.562,22;658.191.767
  19.05.2017;3.566,01;3.590,43;3.566,01;3.587,01;523.248.101
  22.05.2017;3.589,17;3.592,08;3.571,21;3.576,53;406.270.304
  23.05.2017;3.572,53;3.605,91;3.567,77;3.595,03;411.919.523
  24.05.2017;3.592,94;3.599,61;3.580,27;3.586,62;317.932.708
  25.05.2017;3.594,76;3.603,39;3.572,02;3.584,55;309.900.218
  26.05.2017;3.582,62;3.582,62;3.546,88;3.579,02;395.376.400
  29.05.2017;3.577,34;3.580,57;3.568,50;3.578,95;243.114.124
  30.05.2017;3.558,59;3.569,87;3.547,10;3.561,22;412.180.836
  31.05.2017;3.560,52;3.587,48;3.552,33;3.554,59;630.838.767
  01.06.2017;3.556,18;3.575,14;3.554,52;3.567,02;403.853.777
  02.06.2017;3.578,43;3.615,06;3.578,43;3.591,82;409.423.968
  05.06.2017;3.591,69;3.592,33;3.575,87;3.579,55;260.278.707
  06.06.2017;3.569,59;3.572,10;3.548,16;3.554,18;405.040.704
  07.06.2017;3.552,76;3.577,29;3.540,23;3.548,84;517.137.950
  08.06.2017;3.547,73;3.574,00;3.547,67;3.563,88;533.130.417
  09.06.2017;3.566,39;3.597,85;3.561,12;3.586,07;447.202.878
  12.06.2017;3.581,22;3.581,22;3.539,75;3.543,95;417.502.860
  13.06.2017;3.548,18;3.567,43;3.548,18;3.557,87;323.224.286
  14.06.2017;3.565,13;3.589,23;3.547,15;3.547,15;445.836.216
  15.06.2017;3.545,05;3.545,05;3.500,41;3.525,46;588.866.782
  16.06.2017;3.531,06;3.552,81;3.527,99;3.543,88;833.258.394
  19.06.2017;3.565,05;3.591,54;3.565,05;3.579,58;344.212.718
  20.06.2017;3.586,02;3.598,06;3.560,66;3.560,66;349.063.140
  21.06.2017;3.554,11;3.562,18;3.521,91;3.554,35;424.698.370
  22.06.2017;3.549,76;3.558,36;3.526,52;3.555,76;348.160.529
  23.06.2017;3.552,53;3.555,58;3.529,02;3.543,68;298.918.482
  26.06.2017;3.554,28;3.581,43;3.554,28;3.561,76;454.933.872
  27.06.2017;3.557,63;3.560,61;3.529,98;3.538,32;481.750.591
  28.06.2017;3.530,67;3.543,70;3.498,48;3.535,70;572.246.198
  29.06.2017;3.541,99;3.555,37;3.463,99;3.471,33;601.667.981
  30.06.2017;3.472,57;3.489,67;3.439,79;3.441,88;509.365.413
  03.07.2017;3.449,75;3.494,63;3.449,75;3.491,81;405.637.202
  04.07.2017;3.486,38;3.493,76;3.471,60;3.479,47;299.771.310
  05.07.2017;3.477,09;3.488,39;3.468,29;3.478,41;412.553.656
  06.07.2017;3.480,52;3.480,52;3.435,29;3.462,06;476.699.243
  07.07.2017;3.461,67;3.464,05;3.451,37;3.463,84;363.492.536
  10.07.2017;3.470,49;3.486,49;3.468,00;3.478,06;320.133.167
  11.07.2017;3.479,85;3.494,49;3.460,64;3.464,48;338.170.967
  12.07.2017;3.472,41;3.524,58;3.472,41;3.515,23;388.826.542
  13.07.2017;3.518,01;3.539,48;3.515,39;3.527,83;397.754.479
  14.07.2017;3.530,19;3.532,60;3.512,56;3.525,94;359.471.837
  17.07.2017;3.528,12;3.531,53;3.505,51;3.516,35;309.279.399
  18.07.2017;3.510,75;3.517,82;3.469,62;3.478,68;432.967.930
  19.07.2017;3.483,99;3.503,54;3.478,03;3.500,28;443.718.215
  20.07.2017;3.502,01;3.529,99;3.486,32;3.499,49;464.772.332
  21.07.2017;3.497,46;3.507,62;3.436,90;3.451,71;502.666.257
  24.07.2017;3.456,94;3.463,74;3.431,19;3.453,17;369.696.439
  25.07.2017;3.454,33;3.494,66;3.454,33;3.473,54;429.895.847
  26.07.2017;3.474,01;3.499,53;3.472,07;3.491,19;321.125.642
  27.07.2017;3.489,36;3.506,85;3.481,25;3.493,14;400.196.479
  28.07.2017;3.481,89;3.481,89;3.450,10;3.467,73;425.106.765
  31.07.2017;3.464,85;3.479,47;3.447,88;3.449,36;385.815.307
  01.08.2017;3.457,97;3.490,49;3.447,73;3.477,39;423.475.640
  02.08.2017;3.478,21;3.481,74;3.451,31;3.459,32;323.885.037
  03.08.2017;3.456,28;3.471,81;3.438,15;3.466,37;323.081.324
  04.08.2017;3.462,55;3.515,54;3.456,27;3.507,41;354.665.786
  07.08.2017;3.509,59;3.516,78;3.497,21;3.505,80;226.969.233
  08.08.2017;3.503,99;3.524,94;3.493,03;3.515,63;261.528.876
  09.08.2017;3.504,17;3.504,17;3.452,74;3.468,45;421.255.427
  10.08.2017;3.466,11;3.466,22;3.424,81;3.433,54;350.658.155
  11.08.2017;3.422,30;3.422,30;3.392,87;3.406,34;377.513.400
  14.08.2017;3.420,90;3.460,93;3.420,90;3.450,66;287.799.354
  15.08.2017;3.454,39;3.473,53;3.454,26;3.461,91;244.211.682
  16.08.2017;3.465,63;3.497,29;3.465,63;3.484,57;285.203.088
  17.08.2017;3.482,19;3.484,66;3.456,15;3.461,97;333.829.613
  18.08.2017;3.441,21;3.448,39;3.420,50;3.446,03;339.963.537
  21.08.2017;3.436,84;3.442,24;3.411,06;3.423,53;260.833.001
  22.08.2017;3.432,46;3.459,19;3.432,46;3.455,59;276.021.172
  23.08.2017;3.454,83;3.467,78;3.432,05;3.438,63;288.989.962
  24.08.2017;3.443,12;3.460,78;3.443,12;3.444,73;278.198.014
